address,Card Name,Mission,Standard,Shadow,Stainless Steel,Gold,Dark Matter,Ownership,Staking Weight
dczew.wam,Male Scientist,Two,1,2,,,1,,479.00
dczew.wam,Male Botanist,Three,,2,2,,,,81.00
dczew.wam,Female Doctor,Three,1,2,,1,,,158.00
dczew.wam,Communication Array,Three,1,1,,,,,7.50
dczew.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
dczew.wam,Fuel Plant,One,,,,,1,,465.00
dczew.wam,Female Engineer,Two,4,5,1,,,,70.50
dczew.wam,Inflatable Greenhouse,Two,3,2,3,,1,,583.00
dczew.wam,Megapower Reactor,Three,3,2,1,,,,50.00
dczew.wam,Buggy,Three,2,3,2,,,,89.50
dczew.wam,Male Doctor,Three,2,2,3,1,,,261.00
dczew.wam,Rover,One,,,,,1,,465.00
dczew.wam,Solar Panel Array,One,,,,,1,,465.00
dczew.wam,Inflatable Social Hub,Three,6,,2,,,,74.00
dczew.wam,Male Engineer,Two,,5,1,,,,66.50
dczew.wam,3D Printing Robot,Two,2,2,3,,,,117.00
dczew.wam,Medical Bay,Three,2,1,1,,,,42.50
dczew.wam,Inflatable Sleeping Pod,Two,2,2,2,,,,83.00
dczew.wam,Scouting Drone,One,,,,,1,,465.00
dczew.wam,Inflatable Laboratory,Two,4,2,1,,,,51.00
dczew.wam,Crew Rocketship,Two,3,4,4,,,,165.00
dczew.wam,Fuel Generator,Three,,3,2,,,,87.50
dczew.wam,Inflatable Dining Hall,Three,3,1,1,,,,43.50
dczew.wam,Female Botanist,Three,1,2,3,1,,,260.00
dczew.wam,Female Scientist,Two,1,3,1,,,,54.50
dczew.wam,Cargo Rocketship,One,,,,,1,,465.00
aefwinenmars,Cargo Rocketship,One,,,1,,,,34.00
aefwinenmars,Inflatable Greenhouse,Two,,,,,1,,465.00
aefwinenmars,ZFT League of Martians,Community Patch,,,,,,,0.00
m22he.wam,Rover,One,,,,,1,,465.00
m22he.wam,Scouting Drone,One,,,,,1,,465.00
m22he.wam,Fuel Plant,One,,,,,1,,465.00
m22he.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
c.rwc.wam,Female Engineer,Two,,,,,2,,930.00
c.rwc.wam,Fuel Generator,Three,,1,,,,,6.50
c.rwc.wam,Medical Bay,Three,4,,,1,1,,613.00
c.rwc.wam,Communication Array,Three,3,1,,,,,9.50
c.rwc.wam,Scouting Drone,One,,1,,,3,,1401.50
c.rwc.wam,Inflatable Dining Hall,Three,2,3,,,,,21.50
c.rwc.wam,Fuel Plant,One,,,1,,3,,1429.00
c.rwc.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
c.rwc.wam,Fission Reactor,One,,1,,,1,,471.50
c.rwc.wam,Female Scientist,Two,,,,,1,,465.00
c.rwc.wam,Female Doctor,Three,4,3,,,,,23.50
c.rwc.wam,Buggy,Three,2,3,,,1,,486.50
c.rwc.wam,Rover,One,,1,,1,1,,615.50
c.rwc.wam,Inflatable Sleeping Pod,Two,,,1,1,1,,643.00
c.rwc.wam,Female Botanist,Three,3,,,,,,3.00
c.rwc.wam,Male Doctor,Three,1,2,,,,,14.00
c.rwc.wam,Male Scientist,Two,,,,2,1,,753.00
c.rwc.wam,Ice Mining Rig,One,,,,,1,,465.00
c.rwc.wam,Inflatable Greenhouse,Two,,,,,1,,465.00
c.rwc.wam,Inflatable Social Hub,Three,,1,1,,,,40.50
c.rwc.wam,Megapower Reactor,Three,3,3,,1,,,166.50
c.rwc.wam,Male Engineer,Two,,,,,2,,930.00
c.rwc.wam,Inflatable Laboratory,Two,,,,2,1,,753.00
c.rwc.wam,Solar Panel Array,One,,,,,2,,930.00
c.rwc.wam,3D Printing Robot,Two,,,,1,1,,609.00
c.rwc.wam,Male Botanist,Three,3,1,,,,,9.50
c.rwc.wam,Cargo Rocketship,One,,2,1,1,2,,1121.00
c.rwc.wam,Crew Rocketship,Two,,,,1,1,,609.00
.12j4.wam,Fuel Generator,Three,4,1,,,,,10.50
.12j4.wam,Male Doctor,Three,2,,,,,,2.00
.12j4.wam,Fuel Plant,One,,,2,1,,,212.00
.12j4.wam,Ice Mining Rig,One,1,1,1,,,,41.50
.12j4.wam,Buggy,Three,4,1,,,,,10.50
.12j4.wam,Megapower Reactor,Three,4,1,1,,,,44.50
.12j4.wam,Female Doctor,Three,2,1,,,,,8.50
.12j4.wam,Rover,One,1,,,1,,,145.00
.12j4.wam,Solar Panel Array,One,1,,1,,,,35.00
.12j4.wam,Male Botanist,Three,4,1,,,,,10.50
.12j4.wam,Medical Bay,Three,3,,,,,,3.00
.12j4.wam,Scouting Drone,One,2,1,,,,,8.50
.12j4.wam,Inflatable Social Hub,Three,6,,,,,,6.00
.12j4.wam,Inflatable Dining Hall,Three,5,,,,,,5.00
.12j4.wam,Communication Array,Three,1,4,,,,,27.00
.12j4.wam,Cargo Rocketship,One,3,,,,,,3.00
.12j4.wam,Female Botanist,Three,2,2,,,1,,480.00
.12j4.wam,Fission Reactor,One,1,1,,1,,,151.50
arqondesign2,Megapower Reactor,Three,4,6,2,,3,,1506.00
arqondesign2,Crew Rocketship,Two,,,,,6,,2790.00
arqondesign2,Female Doctor,Three,4,2,,,2,,947.00
arqondesign2,Male Engineer,Two,,,,1,4,,2004.00
arqondesign2,Male Botanist,Three,2,,1,1,1,,645.00
arqondesign2,3D Printing Robot,Two,,,,1,8,,3864.00
arqondesign2,Inflatable Laboratory,Two,,,,,7,,3255.00
arqondesign2,Fuel Generator,Three,4,3,3,,4,,1985.50
arqondesign2,Inflatable Dining Hall,Three,4,4,2,,1,,563.00
arqondesign2,Inflatable Social Hub,Three,4,3,1,2,1,,810.50
arqondesign2,ZFT League of Martians,Community Patch,,,,,,,0.00
arqondesign2,Female Engineer,Two,,,,,6,,2790.00
arqondesign2,Female Botanist,Three,5,,1,2,1,,792.00
arqondesign2,Female Scientist,Two,,,,,4,,1860.00
arqondesign2,Communication Array,Three,3,3,2,,1,,555.50
arqondesign2,Inflatable Greenhouse,Two,,,,1,,,144.00
arqondesign2,Male Scientist,Two,,,,2,5,,2613.00
arqondesign2,Buggy,Three,2,3,2,,5,,2414.50
arqondesign2,Inflatable Sleeping Pod,Two,,,,,4,,1860.00
arqondesign2,Medical Bay,Three,1,3,2,1,2,,1162.50
arqondesign2,Male Doctor,Three,,2,2,1,2,,1155.00
jmax.wam,Solar Panel Array,One,,,,4,2,,1506.00
jmax.wam,Cargo Rocketship,One,,,,,2,,930.00
jmax.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
khmek.wam,Female Scientist,Two,1,,,,6,,2791.00
khmek.wam,Male Scientist,Two,,3,1,,4,,1913.50
khmek.wam,Inflatable Laboratory,Two,,,,1,3,,1539.00
khmek.wam,Male Engineer,Two,4,,2,,5,,2397.00
khmek.wam,Fuel Generator,Three,,,1,2,4,,2182.00
khmek.wam,Male Botanist,Three,,,3,,4,,1962.00
khmek.wam,Medical Bay,Three,,,1,1,7,,3433.00
khmek.wam,Female Doctor,Three,,,1,1,6,,2968.00
khmek.wam,Male Doctor,Three,,,1,,5,,2359.00
khmek.wam,Inflatable Social Hub,Three,,,,,3,,1395.00
khmek.wam,Rover,One,,,1,1,2,,1108.00
khmek.wam,Inflatable Greenhouse,Two,1,,3,2,7,,3646.00
khmek.wam,Female Botanist,Three,,,1,1,5,,2503.00
khmek.wam,Solar Panel Array,One,,,2,,6,,2858.00
khmek.wam,Cargo Rocketship,One,1,1,1,,6,,2831.50
khmek.wam,Inflatable Dining Hall,Three,,,,1,5,,2469.00
khmek.wam,Crew Rocketship,Two,2,1,,1,7,,3407.50
khmek.wam,3D Printing Robot,Two,,,,,9,,4185.00
khmek.wam,Buggy,Three,,,,1,8,,3864.00
khmek.wam,Ice Mining Rig,One,1,3,2,1,9,,4417.50
khmek.wam,Megapower Reactor,Three,,,,,6,,2790.00
khmek.wam,Scouting Drone,One,,2,1,,6,,2837.00
khmek.wam,Fission Reactor,One,,,3,,4,,1962.00
khmek.wam,Fuel Plant,One,,,,,6,,2790.00
khmek.wam,Female Engineer,Two,3,,1,,4,,1897.00
khmek.wam,Communication Array,Three,,,,2,9,,4473.00
khmek.wam,Inflatable Sleeping Pod,Two,2,,2,,6,,2860.00
zy2wo.wam,Inflatable Greenhouse,Two,,,,1,2,,1074.00
zy2wo.wam,Male Doctor,Three,1,,1,1,2,,1109.00
zy2wo.wam,Solar Panel Array,One,,,,1,,,144.00
zy2wo.wam,Crew Rocketship,Two,,,,,1,,465.00
zy2wo.wam,Female Botanist,Three,5,1,2,1,,,223.50
zy2wo.wam,Buggy,Three,5,1,1,1,,,189.50
zy2wo.wam,Fuel Generator,Three,3,2,3,1,2,,1192.00
zy2wo.wam,3D Printing Robot,Two,,,,,2,,930.00
zy2wo.wam,Male Engineer,Two,,,,,1,,465.00
zy2wo.wam,Male Botanist,Three,7,,,1,1,,616.00
zy2wo.wam,Communication Array,Three,,1,1,2,,,328.50
zy2wo.wam,Female Engineer,Two,,,,,1,,465.00
zy2wo.wam,Female Scientist,Two,,,,,1,,465.00
zy2wo.wam,Medical Bay,Three,,,3,,,,102.00
zy2wo.wam,Female Doctor,Three,1,2,1,2,,,336.00
zy2wo.wam,Cargo Rocketship,One,,,,1,1,,609.00
zy2wo.wam,Fuel Plant,One,,,,1,2,,1074.00
zy2wo.wam,Male Scientist,Two,,,,,1,,465.00
zy2wo.wam,Inflatable Laboratory,Two,,,,,1,,465.00
zy2wo.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
zy2wo.wam,Inflatable Dining Hall,Three,4,1,1,2,2,,1262.50
zy2wo.wam,Inflatable Social Hub,Three,2,3,3,2,,,411.50
zy2wo.wam,Megapower Reactor,Three,2,3,1,1,1,,664.50
zy2wo.wam,Inflatable Sleeping Pod,Two,,,,,3,,1395.00
hmxge.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
hmxge.wam,Cargo Rocketship,One,,,,,1,,465.00
hmxge.wam,Fuel Plant,One,,,,,1,,465.00
hmxge.wam,Inflatable Sleeping Pod,Two,,,1,,,,34.00
z3mic.wam,Male Botanist,Three,6,,2,,,,74.00
z3mic.wam,Inflatable Dining Hall,Three,2,4,1,,1,,527.00
z3mic.wam,Rover,One,1,3,,,,,20.50
z3mic.wam,Solar Panel Array,One,,3,,,,,19.50
z3mic.wam,Scouting Drone,One,3,,1,,,,37.00
z3mic.wam,Ice Mining Rig,One,4,,,,,,4.00
z3mic.wam,Medical Bay,Three,,3,,,,,19.50
z3mic.wam,Buggy,Three,3,2,1,,,,50.00
z3mic.wam,Fuel Generator,Three,1,5,2,,,,101.50
z3mic.wam,Female Botanist,Three,1,4,,1,,,171.00
z3mic.wam,Cargo Rocketship,One,,4,,,1,,491.00
z3mic.wam,Male Doctor,Three,4,2,,,,,17.00
z3mic.wam,Fission Reactor,One,4,2,,1,,,161.00
z3mic.wam,Megapower Reactor,Three,,2,,,,,13.00
z3mic.wam,Female Doctor,Three,,1,2,,,,74.50
z3mic.wam,Inflatable Social Hub,Three,1,1,,1,,,151.50
z3mic.wam,Communication Array,Three,5,4,1,1,,,209.00
z3mic.wam,Fuel Plant,One,3,,1,,1,,502.00
entvs.wam,Inflatable Laboratory,Two,2,,,1,1,,611.00
entvs.wam,Megapower Reactor,Three,,1,1,,1,,505.50
entvs.wam,3D Printing Robot,Two,,1,,1,1,,615.50
entvs.wam,Medical Bay,Three,,,1,,1,,499.00
entvs.wam,Female Engineer,Two,2,,,,1,,467.00
entvs.wam,Fuel Generator,Three,1,,2,,1,,534.00
entvs.wam,Buggy,Three,,1,2,,1,,539.50
entvs.wam,Cargo Rocketship,One,,,2,,2,,998.00
entvs.wam,Communication Array,Three,,2,3,2,1,,868.00
entvs.wam,Ice Mining Rig,One,3,1,2,,1,,542.50
entvs.wam,Male Doctor,Three,,,3,,1,,567.00
entvs.wam,Male Botanist,Three,,1,2,1,1,,683.50
entvs.wam,Inflatable Greenhouse,Two,2,1,,1,1,,617.50
entvs.wam,Female Botanist,Three,,,,1,1,,609.00
entvs.wam,Rover,One,1,2,1,,1,,513.00
entvs.wam,Female Doctor,Three,,2,2,1,1,,690.00
entvs.wam,Fuel Plant,One,4,1,1,,2,,974.50
entvs.wam,Fission Reactor,One,4,1,,,1,,475.50
entvs.wam,Male Scientist,Two,3,,,,1,,468.00
entvs.wam,Crew Rocketship,Two,1,,,,1,,466.00
entvs.wam,Male Engineer,Two,,,1,,1,,499.00
entvs.wam,Solar Panel Array,One,,4,1,,2,,990.00
entvs.wam,Inflatable Sleeping Pod,Two,,1,,,1,,471.50
entvs.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
entvs.wam,Female Scientist,Two,1,1,,,1,,472.50
entvs.wam,Scouting Drone,One,3,1,,,1,,474.50
entvs.wam,Inflatable Dining Hall,Three,,2,1,2,1,,800.00
entvs.wam,Inflatable Social Hub,Three,,,1,1,1,,643.00
b12wk.wam,Female Scientist,Two,,,,1,1,,609.00
b12wk.wam,Rover,One,,,,,1,,465.00
b12wk.wam,Fission Reactor,One,,,,,1,,465.00
b12wk.wam,Cargo Rocketship,One,,,,,1,,465.00
b12wk.wam,Ice Mining Rig,One,,,,,1,,465.00
b12wk.wam,Crew Rocketship,Two,,,,,1,,465.00
b12wk.wam,Inflatable Sleeping Pod,Two,,,,,1,,465.00
b12wk.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
b12wk.wam,Solar Panel Array,One,,,,,1,,465.00
b12wk.wam,Scouting Drone,One,,,,,1,,465.00
b12wk.wam,Fuel Plant,One,,,,,1,,465.00
b12wk.wam,Female Engineer,Two,,,,,1,,465.00
b12wk.wam,Male Scientist,Two,,,,,1,,465.00
b12wk.wam,3D Printing Robot,Two,,,,,1,,465.00
b12wk.wam,Male Engineer,Two,,,,,1,,465.00
b12wk.wam,Inflatable Laboratory,Two,,,,,1,,465.00
b12wk.wam,Inflatable Greenhouse,Two,,,,,1,,465.00
53jww.wam,Female Doctor,Three,4,,,1,,,148.00
53jww.wam,Fuel Plant,One,2,2,1,,,,49.00
53jww.wam,Female Engineer,Two,1,1,,,,,7.50
53jww.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
53jww.wam,Communication Array,Three,3,3,1,1,,,200.50
53jww.wam,Inflatable Laboratory,Two,1,,1,,,,35.00
53jww.wam,Female Botanist,Three,1,4,2,,,,95.00
53jww.wam,Inflatable Dining Hall,Three,4,1,2,,,,78.50
53jww.wam,Crew Rocketship,Two,,1,,,,,6.50
53jww.wam,Male Scientist,Two,1,,,,,,1.00
53jww.wam,Inflatable Sleeping Pod,Two,1,,1,,,,35.00
53jww.wam,Cargo Rocketship,One,3,2,,,,,16.00
53jww.wam,Scouting Drone,One,2,1,,2,,,296.50
53jww.wam,Buggy,Three,2,1,2,,,,76.50
53jww.wam,Male Engineer,Two,,,,,1,,465.00
53jww.wam,Megapower Reactor,Three,5,1,2,,,,79.50
53jww.wam,Ice Mining Rig,One,3,3,1,,,,56.50
53jww.wam,3D Printing Robot,Two,,,1,,,,34.00
53jww.wam,Inflatable Social Hub,Three,5,,3,,,,107.00
53jww.wam,Medical Bay,Three,5,1,3,,,,113.50
53jww.wam,Male Botanist,Three,2,4,1,,,,62.00
53jww.wam,Fuel Generator,Three,,2,3,,,,115.00
53jww.wam,Rover,One,5,1,1,,,,45.50
53jww.wam,Solar Panel Array,One,5,3,1,,1,,523.50
53jww.wam,Inflatable Greenhouse,Two,1,1,1,,,,41.50
53jww.wam,Fission Reactor,One,3,2,1,,,,50.00
53jww.wam,Male Doctor,Three,2,,2,,,,70.00
fytxy.wam,Scouting Drone,One,,,,,1,,465.00
fytxy.wam,Fuel Plant,One,,,,,1,,465.00
fytxy.wam,Inflatable Greenhouse,Two,,,,,1,,465.00
wtkgw.wam,Male Doctor,Three,,,2,,,,68.00
wtkgw.wam,Megapower Reactor,Three,,,2,,,,68.00
wtkgw.wam,Medical Bay,Three,,,1,,,,34.00
wtkgw.wam,Female Botanist,Three,,,,1,,,144.00
wtkgw.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
wtkgw.wam,Male Botanist,Three,,,2,,,,68.00
wtkgw.wam,Inflatable Dining Hall,Three,,,2,,,,68.00
wtkgw.wam,Communication Array,Three,,,2,,,,68.00
wtkgw.wam,Buggy,Three,,,,1,,,144.00
wtkgw.wam,Female Doctor,Three,,,,1,,,144.00
wtkgw.wam,Inflatable Sleeping Pod,Two,,,,1,,,144.00
angnftholder,Megapower Reactor,Three,7,1,3,,,,115.50
angnftholder,Buggy,Three,4,2,1,,,,51.00
angnftholder,Medical Bay,Three,2,3,2,,,,89.50
angnftholder,Female Doctor,Three,1,2,3,,,,116.00
angnftholder,Inflatable Greenhouse,Two,,,,,1,,465.00
angnftholder,Inflatable Laboratory,Two,,,,1,,,144.00
angnftholder,Female Botanist,Three,5,1,2,2,,,367.50
angnftholder,Male Doctor,Three,2,4,4,1,,,308.00
angnftholder,Fuel Generator,Three,4,2,1,,,,51.00
angnftholder,Male Botanist,Three,1,2,3,,,,116.00
angnftholder,ZFT League of Martians,Community Patch,,,,,,,0.00
angnftholder,Cargo Rocketship,One,,,,,1,,465.00
angnftholder,Communication Array,Three,,3,1,,,,53.50
angnftholder,Inflatable Social Hub,Three,2,,1,2,,,324.00
angnftholder,Fuel Plant,One,,,,,1,,465.00
angnftholder,Inflatable Dining Hall,Three,1,3,2,,,,88.50
archaprarqon,Rover,One,,,,,1,,465.00
archaprarqon,Communication Array,Three,,1,1,,15,,7015.50
archaprarqon,Fuel Generator,Three,,3,1,,11,,5168.50
archaprarqon,Inflatable Sleeping Pod,Two,,,,,7,,3255.00
archaprarqon,Male Engineer,Two,,,,,6,,2790.00
archaprarqon,Scouting Drone,One,,,,,2,,930.00
archaprarqon,Inflatable Social Hub,Three,2,2,2,,14,,6593.00
archaprarqon,Male Scientist,Two,,,,,8,,3720.00
archaprarqon,Inflatable Laboratory,Two,,,,,7,,3255.00
archaprarqon,Inflatable Greenhouse,Two,,,5,6,66,,31724.00
archaprarqon,Fuel Plant,One,,,6,4,57,,27285.00
archaprarqon,Inflatable Dining Hall,Three,2,,,,18,,8372.00
archaprarqon,Male Botanist,Three,,4,,,18,,8396.00
archaprarqon,Female Botanist,Three,,1,2,,16,,7514.50
archaprarqon,Female Scientist,Two,,,,,7,,3255.00
archaprarqon,Megapower Reactor,Three,,2,2,,7,,3336.00
archaprarqon,Buggy,Three,,,2,,10,,4718.00
archaprarqon,ZFT League of Martians,Community Patch,,,,,,,0.00
archaprarqon,Cargo Rocketship,One,,,,,1,,465.00
archaprarqon,Female Engineer,Two,,,,1,5,,2469.00
archaprarqon,Male Doctor,Three,2,2,,1,1,,624.00
archaprarqon,Female Doctor,Three,,2,1,,12,,5627.00
archaprarqon,Medical Bay,Three,2,2,,,12,,5595.00
archaprarqon,3D Printing Robot,Two,,,,,8,,3720.00
archaprarqon,Ice Mining Rig,One,,,,,5,,2325.00
archaprarqon,Crew Rocketship,Two,,,,2,5,,2613.00
5gjeu.wam,Megapower Reactor,Three,,1,,1,,,150.50
5gjeu.wam,Inflatable Social Hub,Three,,1,,,,,6.50
5gjeu.wam,Female Doctor,Three,,1,1,,,,40.50
5gjeu.wam,Fuel Plant,One,,,,,1,,465.00
5gjeu.wam,Inflatable Laboratory,Two,,,,3,,,432.00
5gjeu.wam,Fuel Generator,Three,,,,2,,,288.00
5gjeu.wam,Inflatable Dining Hall,Three,,2,,,,,13.00
5gjeu.wam,Inflatable Greenhouse,Two,,,,2,,,288.00
5gjeu.wam,Crew Rocketship,Two,,,,1,,,144.00
5gjeu.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
5gjeu.wam,Medical Bay,Three,,,1,,,,34.00
5gjeu.wam,Female Botanist,Three,,,1,,1,,499.00
5gjeu.wam,Male Engineer,Two,,,,3,,,432.00
5gjeu.wam,Male Botanist,Three,,1,3,,,,108.50
5gjeu.wam,Male Doctor,Three,,1,,,,,6.50
5gjeu.wam,Scouting Drone,One,,,1,,1,,499.00
5gjeu.wam,Female Scientist,Two,,,,8,,,1152.00
5gjeu.wam,Communication Array,Three,,2,,,,,13.00
5gjeu.wam,3D Printing Robot,Two,,,,1,,,144.00
5gjeu.wam,Female Engineer,Two,,,,1,,,144.00
5gjeu.wam,Male Scientist,Two,,,,1,,,144.00
5gjeu.wam,Buggy,Three,,1,,,1,,471.50
5gjeu.wam,Inflatable Sleeping Pod,Two,,,,2,,,288.00
5gjeu.wam,Cargo Rocketship,One,,,,,2,,930.00
arielelelel1,Inflatable Dining Hall,Three,,1,,,1,,471.50
arielelelel1,Medical Bay,Three,,,1,,,,34.00
arielelelel1,Fission Reactor,One,,,,,1,,465.00
arielelelel1,Communication Array,Three,,1,,,2,,936.50
arielelelel1,3D Printing Robot,Two,1,,,,1,,466.00
arielelelel1,Fuel Plant,One,,,,,1,,465.00
arielelelel1,Male Engineer,Two,,,,,1,,465.00
arielelelel1,Solar Panel Array,One,,,,,1,,465.00
arielelelel1,Cargo Rocketship,One,1,,1,,3,,1430.00
arielelelel1,Scouting Drone,One,3,1,,,1,,474.50
arielelelel1,Female Doctor,Three,,,,,2,,930.00
arielelelel1,Female Engineer,Two,,,,,1,,465.00
arielelelel1,Female Scientist,Two,,,,,1,,465.00
arielelelel1,Inflatable Sleeping Pod,Two,,,,,1,,465.00
arielelelel1,Inflatable Social Hub,Three,,,,,3,,1395.00
arielelelel1,Rover,One,2,1,,,2,,938.50
arielelelel1,Male Doctor,Three,,1,,,2,,936.50
arielelelel1,Crew Rocketship,Two,,,,,1,,465.00
arielelelel1,Male Scientist,Two,,,,,1,,465.00
arielelelel1,Inflatable Laboratory,Two,,,,,1,,465.00
arielelelel1,Inflatable Greenhouse,Two,,,,,1,,465.00
arielelelel1,ZFT League of Martians,Community Patch,,,,,,,0.00
arielelelel1,Female Botanist,Three,5,1,1,,1,,510.50
arielelelel1,Male Botanist,Three,,3,,,,,19.50
arielelelel1,Megapower Reactor,Three,,1,,,,,6.50
arielelelel1,Ice Mining Rig,One,1,,,,1,,466.00
jekhc.wam,Ice Mining Rig,One,1,,,,,,1.00
jekhc.wam,Female Engineer,Two,,,,1,,,144.00
jekhc.wam,Fuel Generator,Three,1,,,,,,1.00
jekhc.wam,Inflatable Dining Hall,Three,1,,,,,,1.00
jekhc.wam,Female Doctor,Three,,,1,,,,34.00
jekhc.wam,Inflatable Greenhouse,Two,,,,1,,,144.00
jekhc.wam,Female Botanist,Three,1,,,,,,1.00
jekhc.wam,3D Printing Robot,Two,,,,2,3,,1683.00
jekhc.wam,Inflatable Sleeping Pod,Two,,,1,,,,34.00
jekhc.wam,Communication Array,Three,1,,,,,,1.00
jekhc.wam,Buggy,Three,,1,,,,,6.50
jekhc.wam,Medical Bay,Three,,1,,,,,6.50
jekhc.wam,Cargo Rocketship,One,1,,,,,,1.00
jekhc.wam,Male Doctor,Three,,,1,,,,34.00
jekhc.wam,Inflatable Social Hub,Three,1,,,,,,1.00
jekhc.wam,Male Scientist,Two,,,,1,,,144.00
jekhc.wam,Inflatable Laboratory,Two,,,,1,,,144.00
jekhc.wam,Megapower Reactor,Three,,1,,,,,6.50
jekhc.wam,Scouting Drone,One,,1,,,,,6.50
jekhc.wam,Fuel Plant,One,1,,,,,,1.00
jekhc.wam,Crew Rocketship,Two,,1,,1,,,150.50
jekhc.wam,Fission Reactor,One,,1,,,,,6.50
jekhc.wam,Solar Panel Array,One,,1,,,,,6.50
jekhc.wam,Male Engineer,Two,,,,1,,,144.00
jekhc.wam,Female Scientist,Two,,,,1,,,144.00
jekhc.wam,Male Botanist,Three,,,1,,,,34.00
jekhc.wam,Rover,One,1,,,,,,1.00
ceawq.wam,Cargo Rocketship,One,,,,,1,,465.00
ceawq.wam,Solar Panel Array,One,,,,,1,,465.00
ceawq.wam,Fuel Plant,One,,,,,1,,465.00
ceawq.wam,Inflatable Greenhouse,Two,,,,,1,,465.00
ceawq.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
lz5he.wam,Communication Array,Three,8,1,,,,,14.50
lz5he.wam,Male Botanist,Three,4,1,,,,,10.50
lz5he.wam,Buggy,Three,2,1,,,,,8.50
lz5he.wam,Inflatable Greenhouse,Two,,,,,1,,465.00
lz5he.wam,Inflatable Dining Hall,Three,4,2,2,1,,,229.00
lz5he.wam,Megapower Reactor,Three,3,1,,,,,9.50
lz5he.wam,Female Doctor,Three,1,1,3,,,,109.50
lz5he.wam,Male Doctor,Three,2,2,,,,,15.00
lz5he.wam,Crew Rocketship,Two,,,,,1,,465.00
lz5he.wam,Male Scientist,Two,,,,,1,,465.00
lz5he.wam,Inflatable Laboratory,Two,,,,,1,,465.00
lz5he.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
lz5he.wam,Fuel Generator,Three,6,,1,,,,40.00
lz5he.wam,Inflatable Social Hub,Three,2,,1,1,1,,645.00
lz5he.wam,Medical Bay,Three,2,1,1,,,,42.50
lz5he.wam,Female Botanist,Three,3,,,2,,,291.00
lz5he.wam,3D Printing Robot,Two,,,,,1,,465.00
lz5he.wam,Female Scientist,Two,,,,,1,,465.00
qr3wu.wam,Fuel Plant,One,,,,,1,,465.00
qr3wu.wam,Inflatable Dining Hall,Three,1,,,,,,1.00
qr3wu.wam,Cargo Rocketship,One,,,,,1,,465.00
qr3wu.wam,Fuel Generator,Three,4,,,,,,4.00
qr3wu.wam,Megapower Reactor,Three,4,,,,,,4.00
qr3wu.wam,Male Botanist,Three,2,,,,,,2.00
qr3wu.wam,Female Botanist,Three,2,1,,,,,8.50
qr3wu.wam,Female Doctor,Three,5,,,,,,5.00
qr3wu.wam,Buggy,Three,3,,,,,,3.00
qr3wu.wam,Male Doctor,Three,1,,,,,,1.00
qr3wu.wam,Scouting Drone,One,,,,,1,,465.00
qr3wu.wam,Inflatable Social Hub,Three,5,,,,,,5.00
qr3wu.wam,Rover,One,,,,,1,,465.00
qr3wu.wam,Fission Reactor,One,,,,,1,,465.00
qr3wu.wam,Ice Mining Rig,One,,,,,1,,465.00
qr3wu.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
qr3wu.wam,Communication Array,Three,1,1,,,,,7.50
qr3wu.wam,Solar Panel Array,One,,1,,,1,,471.50
4joxi.wam,Solar Panel Array,One,,,,,1,,465.00
4joxi.wam,Fuel Plant,One,,,,,1,,465.00
4joxi.wam,ZFT League of Martians,Community Patch,,,,,,,0.00
rwehc.wam,Fuel Generator,Three,2,1,,,,,8.50
rwehc.wam,Female Doctor,Three,2,,,,,,2.00
rwehc.wam,Communication Array,Three,2,1,,,,,8.50
rwehc.wam,Inflatable Social Hub,Three,1,,,,,,1.00
rwehc.wam,Fission Reactor,One,,,,,1,,465.00
rwehc.wam,Fuel Plant,One,,,,,1,,465.00
rwehc.wam,Buggy,Three,1,,,,,,1.00
rwehc.wam,Male Botanist,Three,4,1,,,,,10.50
rwehc.wam,Female Botanist,Three,2,1,,,,,8.50
rwehc.wam,Rover,One,,,,,1,,465.00
rwehc.wam,Scouting Drone,One,,,,,1,,465.00
rwehc.wam,Male Doctor,Three,4,,,,,,4.00
rwehc.wam,Inflatable Dining Hall,Three,3,,,,,,3.00
rwehc.wam,Cargo Rocketship,One,,,,,1,,465.00
rwehc.wam,Medical Bay,Three,3,,,,,,3.00
rwehc.wam,Megapower Reactor,Three,,2,,,,,13.00
zrkbm.wam,Cargo Rocketship,One,,,,,1,,465.00
zrkbm.wam,Male Engineer,Two,,,,1,2,,1074.00
zrkbm.wam,Inflatable Social Hub,Three,1,2,,,,,14.00
zrkbm.wam,Fission Reactor,One,,,,,2,,930.00
zrkbm.wam,Inflatable Greenhouse,Two,,,,,2,,930.00
zrkbm.wam,Inflatable Sleeping Pod,Two,,,2,1,2,,1142.00
